Hadrurus_spadix_GFAH01_id_lcl|GFAH01000031.1_prot_JAV48358.1_1	Hadrurus_spadix_GFAH01_id_lcl|GFAH01000031.1_prot_JAV48358.1_1
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep5	Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep14
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep5	Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep17
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep5	Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000948.1.p1_rep18
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003319.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003319.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep3
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep11
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1_rep16
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep19
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep14
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep17
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep18
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1_rep25
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep18	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep18
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep18	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep15
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep18	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1_rep16
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1_rep7
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1_rep13
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1_rep16
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1_rep22
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1_rep24
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep4
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep6
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep7
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep8
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep9
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep10
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep14
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep15
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep16
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep12	Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1_rep21
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000041.1_prot_JAS05448.1_1_rep18	Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000041.1_prot_JAS05448.1_1_rep18
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep4	Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep4
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep9	Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep9
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep9	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000153.1_prot_JAS04400.1_1_rep9
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep9	Crotalus_horridus_GBKD01_id_lcl|GBKD01001545.1_prot_JAG46073.1_1_rep9
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000119.1_prot_JAS05370.1_1_rep9	Crotalus_horridus_GBKC01_id_lcl|GBKC01002414.1_prot_JAG43656.1_1_rep9
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep8	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep8
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep9	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep9
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep12	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep12
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep19	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000017.1_prot_JAS04536.1_1_rep19
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep23	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep23
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep24	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep24
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep24	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep25	Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000147.1_prot_JAS04406.1_1_rep25
Vermicella_annulata_GAHJ01_id_lcl|GAHJ01000023.1_prot_JAA74992.1_1_rep7	Vermicella_annulata_GAHJ01_id_lcl|GAHJ01000023.1_prot_JAA74992.1_1_rep7
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025338.1.p1	Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025338.1.p1
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01003608.1.p1	Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01003608.1.p1
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01003608.1.p1	Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01001469.1.p1
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01003608.1.p1	Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01003446.1.p1
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1	Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1	Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1_rep12
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1_rep14	Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000368.1.p1_rep14
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep2	Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep2
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep2	Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep2	Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep3
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep2	Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000948.1.p1_rep6
Megacormus_gertschi_GFBG01_id_lcl|GFBG01000120.1_prot_JAW07047.1_1	Megacormus_gertschi_GFBG01_id_lcl|GFBG01000120.1_prot_JAW07047.1_1
Megacormus_gertschi_GFBG01_id_lcl|GFBG01000120.1_prot_JAW07047.1_1_rep4	Megacormus_gertschi_GFBG01_id_lcl|GFBG01000120.1_prot_JAW07047.1_1_rep4
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep2	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep2
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep14	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep14
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep20	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000187.1.p1_rep20
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep2	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep2
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep10	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep10
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep18	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep18
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep21	Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000191.1.p1_rep21
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep11	Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep11
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep11	Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep11	Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000341.1.p1
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep11	Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000341.1.p1_rep12
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep19	Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000252.1.p1_rep19
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2	Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2	Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2	Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep3
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2	Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep4
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1	Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009335.1.p1	Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009335.1.p1
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009335.1.p1	Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009335.1.p1_rep2
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1	Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1	Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep3
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1	Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep19
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep13	Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep13
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep23	Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000068.1.p1_rep23
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep3	Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep3
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep6	Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep6
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep16	Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep16
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep16	Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep16	Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01001024.1.p1_rep18
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1	Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1	Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep12
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18	Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18	Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000341.1.p1_rep15
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001427.1.p1_rep9
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001426.1.p1_rep3
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000442.1.p1_rep18	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001427.1.p1_rep19
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep8	Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep8
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep8	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006881.1_prot_JAS03113.1_1_rep9
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep8	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006887.1_prot_JAS03119.1_1_rep16
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep19	Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep19
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep23	Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000044.1_prot_JAS04933.1_1_rep23
Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep23	Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep23
Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep23	Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1_rep23
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000001.1.p1	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000001.1.p1
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000001.1.p1_rep4	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000001.1.p1_rep4
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1_rep7	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1_rep7
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1_rep7	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1_rep7	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000010.1.p1_rep6
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000076.1.p1	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000076.1.p1
Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000076.1.p1	Hadronyche_infensa_HACE01.transdecoder.pep_id_HACE01000076.1.p1_rep2
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep2
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep3
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep4
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep10
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep14
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep24
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep25
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep17
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep20
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep18	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1_rep21
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006889.1_prot_JAS03121.1_1	Phalotris_mertensi_GEHL01_id_lcl|GEHL01006889.1_prot_JAS03121.1_1
